"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"33862_at"	"0.9997"	"9.17e-01"	"0.108156"	"-6.0635"	"0.0164565"	"PLPP3"	"phospholipid phosphatase 3"
"34494_at"	"0.9997"	"9.17e-01"	"-0.108104"	"-6.0635"	"-0.0162465"	"ADAMTS2"	"ADAM metallopeptidase with thrombospondin type 1 motif 2"
"34059_at"	"0.9997"	"9.17e-01"	"-0.108057"	"-6.0635"	"-0.019341"	"MIR1204///PVT1"	"microRNA 1204///Pvt1 oncogene (non-protein coding)"
"37839_at"	"0.9997"	"9.17e-01"	"-0.108037"	"-6.0635"	"-0.018404"	"NTRK3"	"neurotrophic receptor tyrosine kinase 3"
"36974_at"	"0.9997"	"9.17e-01"	"-0.107979"	"-6.0635"	"-0.022244"	"PSMF1"	"proteasome inhibitor subunit 1"
"33316_at"	"0.9997"	"9.17e-01"	"0.10794"	"-6.0635"	"0.0159675"	"TOX"	"thymocyte selection associated high mobility group box"
"41410_at"	"0.9997"	"9.17e-01"	"-0.107891"	"-6.0635"	"-0.023583"	"NDUFAF1"	"NADH:ubiquinone oxidoreductase complex assembly factor 1"
"240_at"	"0.9997"	"9.17e-01"	"0.107454"	"-6.0636"	"0.0215465"	"SRM"	"spermidine synthase"
"33233_at"	"0.9997"	"9.17e-01"	"-0.107389"	"-6.0636"	"-0.023743"	"ARID4B///RBM34"	"AT-rich interaction domain 4B///RNA binding motif protein 34"
"33164_at"	"0.9997"	"9.17e-01"	"0.107376"	"-6.0636"	"0.016461"	"TESK2"	"testis-specific kinase 2"
"37093_at"	"0.9997"	"9.18e-01"	"0.107289"	"-6.0636"	"0.0467975"	"ENDOU"	"endonuclease, poly(U) specific"
"35980_at"	"0.9997"	"9.18e-01"	"0.107218"	"-6.0636"	"0.0218885"	"PLCB1"	"phospholipase C beta 1"
"1689_at"	"0.9997"	"9.18e-01"	"-0.106945"	"-6.0636"	"-0.020517"	"DCHS1"	"dachsous cadherin-related 1"
"39181_at"	"0.9997"	"9.18e-01"	"0.106807"	"-6.0637"	"0.0159275"	""	""
"39856_at"	"0.9997"	"9.18e-01"	"0.106704"	"-6.0637"	"0.0245505"	"RPL36AL"	"ribosomal protein L36a like"
"39130_at"	"0.9997"	"9.18e-01"	"0.106662"	"-6.0637"	"0.0156985"	"VPS39"	"VPS39, HOPS complex subunit"
"40884_g_at"	"0.9997"	"9.18e-01"	"0.106564"	"-6.0637"	"0.0162795"	"STX16"	"syntaxin 16"
"41759_at"	"0.9997"	"9.18e-01"	"-0.10643"	"-6.0637"	"-0.0213885"	"SKP1"	"S-phase kinase-associated protein 1"
"735_s_at"	"0.9997"	"9.18e-01"	"-0.106368"	"-6.0637"	"-0.0290175"	"AKAP13"	"A-kinase anchoring protein 13"
"36037_g_at"	"0.9997"	"9.18e-01"	"-0.106346"	"-6.0637"	"-0.019401"	"SPTB"	"spectrin beta, erythrocytic"
"35003_at"	"0.9997"	"9.19e-01"	"-0.105834"	"-6.0638"	"-0.016596"	"KCTD20"	"potassium channel tetramerization domain containing 20"
"33307_at"	"0.9997"	"9.19e-01"	"0.10567"	"-6.0638"	"0.023647"	"RRP7A"	"ribosomal RNA processing 7 homolog A"
"32397_r_at"	"0.9997"	"9.19e-01"	"-0.105643"	"-6.0638"	"-0.016404"	"ERCC2"	"ERCC excision repair 2, TFIIH core complex helicase subunit"
"37895_at"	"0.9997"	"9.19e-01"	"0.105634"	"-6.0638"	"0.0305435"	"SLC35A1"	"solute carrier family 35 member A1"
"41367_at"	"0.9997"	"9.19e-01"	"0.105612"	"-6.0638"	"0.016884"	"HNF4G"	"hepatocyte nuclear factor 4 gamma"
"37574_at"	"0.9997"	"9.19e-01"	"-0.105511"	"-6.0638"	"-0.016282"	"NEDD9"	"neural precursor cell expressed, developmentally down-regulated 9"
"39197_s_at"	"0.9997"	"9.19e-01"	"-0.105449"	"-6.0638"	"-0.016936"	""	""
"41819_at"	"0.9997"	"9.19e-01"	"-0.10535"	"-6.0638"	"-0.0163855"	"FYB"	"FYN binding protein"
"517_at"	"0.9997"	"9.19e-01"	"-0.105276"	"-6.0638"	"-0.017095"	"FBXW4P1"	"F-box and WD repeat domain containing 4 pseudogene 1"
"35400_at"	"0.9997"	"9.19e-01"	"-0.105165"	"-6.0639"	"-0.0171375"	"DCLK1"	"doublecortin like kinase 1"
"38034_at"	"0.9997"	"9.19e-01"	"0.105134"	"-6.0639"	"0.0157045"	"STS"	"steroid sulfatase (microsomal), isozyme S"
"39396_at"	"0.9997"	"9.19e-01"	"0.104882"	"-6.0639"	"0.0160085"	"LYPLA1"	"lysophospholipase I"
"35539_at"	"0.9997"	"9.19e-01"	"-0.104783"	"-6.0639"	"-0.0160955"	"IMPG1"	"interphotoreceptor matrix proteoglycan 1"
"939_at"	"0.9997"	"9.19e-01"	"-0.104779"	"-6.0639"	"-0.0167755"	"MELTF"	"melanotransferrin"
"35925_at"	"0.9997"	"9.19e-01"	"-0.104721"	"-6.0639"	"-0.020275"	"AKR7A3"	"aldo-keto reductase family 7 member A3"
"37053_at"	"0.9997"	"9.20e-01"	"0.104568"	"-6.0639"	"0.0155665"	"ATP2B2"	"ATPase plasma membrane Ca2+ transporting 2"
"39608_at"	"0.9997"	"9.20e-01"	"0.104567"	"-6.0639"	"0.015476"	"SIM2"	"single-minded family bHLH transcription factor 2"
"35806_at"	"0.9997"	"9.20e-01"	"0.104511"	"-6.0639"	"0.018643"	"GORASP2"	"golgi reassembly stacking protein 2"
"34116_at"	"0.9997"	"9.20e-01"	"-0.104375"	"-6.0639"	"-0.016054"	"CACNB4"	"calcium voltage-gated channel auxiliary subunit beta 4"
"39050_at"	"0.9997"	"9.20e-01"	"-0.104338"	"-6.0639"	"-0.030196"	"BCL2L2-PABPN1///PABPN1"	"BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1"
"32355_at"	"0.9997"	"9.20e-01"	"-0.104302"	"-6.0639"	"-0.0160155"	"TANC2"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"39395_at"	"0.9997"	"9.20e-01"	"0.104113"	"-6.064"	"0.0192985"	"THY1"	"Thy-1 cell surface antigen"
"39958_at"	"0.9997"	"9.20e-01"	"-0.104035"	"-6.064"	"-0.019215"	"SOCS6"	"suppressor of cytokine signaling 6"
"2011_s_at"	"0.9997"	"9.20e-01"	"0.103967"	"-6.064"	"0.016756"	"BIK"	"BCL2 interacting killer"
"39408_at"	"0.9997"	"9.20e-01"	"-0.103938"	"-6.064"	"-0.0154395"	"ACADS"	"acyl-CoA dehydrogenase, C-2 to C-3 short chain"
"31773_at"	"0.9997"	"9.20e-01"	"0.103839"	"-6.064"	"0.0208925"	"CYB561"	"cytochrome b561"
"37178_at"	"0.9997"	"9.20e-01"	"0.103752"	"-6.064"	"0.0163585"	"SLC25A46"	"solute carrier family 25 member 46"
"1971_g_at"	"0.9997"	"9.20e-01"	"-0.103713"	"-6.064"	"-0.015353"	"FHIT"	"fragile histidine triad"
"33795_at"	"0.9997"	"9.20e-01"	"-0.103682"	"-6.064"	"-0.0153995"	"TCF20"	"transcription factor 20"
"39519_at"	"0.9997"	"9.20e-01"	"0.103656"	"-6.064"	"0.0206665"	"ANKLE2"	"ankyrin repeat and LEM domain containing 2"
"41703_r_at"	"0.9997"	"9.20e-01"	"0.103616"	"-6.064"	"0.0167335"	""	""
"32432_f_at"	"0.9997"	"9.21e-01"	"-0.103406"	"-6.064"	"-0.01795"	"RPL15"	"ribosomal protein L15"
"38400_at"	"0.9997"	"9.21e-01"	"0.103291"	"-6.0641"	"0.0173285"	"LSM14A"	"LSM14A, mRNA processing body assembly factor"
"39971_at"	"0.9997"	"9.21e-01"	"-0.103152"	"-6.0641"	"-0.0168685"	"LYL1"	"LYL1, basic helix-loop-helix family member"
"37721_at"	"0.9997"	"9.21e-01"	"-0.103111"	"-6.0641"	"-0.016267"	"DHPS"	"deoxyhypusine synthase"
"31372_at"	"0.9997"	"9.21e-01"	"-0.102948"	"-6.0641"	"-0.0221585"	"GALNT18"	"polypeptide N-acetylgalactosaminyltransferase 18"
"37486_f_at"	"0.9997"	"9.21e-01"	"-0.102932"	"-6.0641"	"-0.023096"	"MEIS3P1"	"Meis homeobox 3 pseudogene 1"
"38149_at"	"0.9997"	"9.21e-01"	"0.102905"	"-6.0641"	"0.0159025"	"ARHGAP25"	"Rho GTPase activating protein 25"
"36864_at"	"0.9997"	"9.21e-01"	"0.102831"	"-6.0641"	"0.0290515"	"PEX3"	"peroxisomal biogenesis factor 3"
"32139_at"	"0.9997"	"9.21e-01"	"0.10278"	"-6.0641"	"0.020288"	"ZNF185"	"zinc finger protein 185 (LIM domain)"
"33794_g_at"	"0.9997"	"9.21e-01"	"-0.102741"	"-6.0641"	"-0.015275"	"TCF20"	"transcription factor 20"
"32801_at"	"0.9997"	"9.21e-01"	"0.102664"	"-6.0641"	"0.0191785"	"AREL1"	"apoptosis resistant E3 ubiquitin protein ligase 1"
"1935_at"	"0.9997"	"9.21e-01"	"0.102471"	"-6.0642"	"0.0160615"	"MDM4"	"MDM4, p53 regulator"
"34550_at"	"0.9997"	"9.21e-01"	"-0.10245"	"-6.0642"	"-0.0166535"	"DRD1"	"dopamine receptor D1"
"38890_at"	"0.9997"	"9.21e-01"	"-0.102449"	"-6.0642"	"-0.015715"	"APCS"	"amyloid P component, serum"
"31836_at"	"0.9997"	"9.22e-01"	"-0.102087"	"-6.0642"	"-0.0219065"	"MTIF2"	"mitochondrial translational initiation factor 2"
"39129_at"	"0.9997"	"9.22e-01"	"-0.102004"	"-6.0642"	"-0.0159965"	"LOC150776///SMPD4"	"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene///sphingomyelin phosphodiesterase 4"
"35894_at"	"0.9997"	"9.22e-01"	"-0.102003"	"-6.0642"	"-0.015437"	"CR1"	"complement component 3b/4b receptor 1 (Knops blood group)"
"33541_s_at"	"0.9997"	"9.22e-01"	"0.101988"	"-6.0642"	"0.016973"	"LAIR2"	"leukocyte associated immunoglobulin like receptor 2"
"37238_s_at"	"0.9997"	"9.22e-01"	"-0.101974"	"-6.0642"	"-0.01975"	"PKMYT1"	"protein kinase, membrane associated tyrosine/threonine 1"
"38595_r_at"	"0.9997"	"9.22e-01"	"0.101817"	"-6.0642"	"0.023246"	"CEP170B"	"centrosomal protein 170B"
"40760_at"	"0.9997"	"9.22e-01"	"-0.101797"	"-6.0642"	"-0.0190035"	"DHX57"	"DEAH-box helicase 57"
"1444_at"	"0.9997"	"9.22e-01"	"0.101639"	"-6.0642"	"0.0149815"	"PSMD9"	"proteasome 26S subunit, non-ATPase 9"
"41576_at"	"0.9997"	"9.22e-01"	"-0.101616"	"-6.0642"	"-0.0167635"	""	""
"33784_at"	"0.9997"	"9.22e-01"	"0.101534"	"-6.0643"	"0.015648"	"TRAF2"	"TNF receptor associated factor 2"
"34151_at"	"0.9997"	"9.22e-01"	"0.101482"	"-6.0643"	"0.017328"	"CCDC9"	"coiled-coil domain containing 9"
"38157_at"	"0.9997"	"9.22e-01"	"-0.101251"	"-6.0643"	"-0.015694"	"DXO"	"decapping exoribonuclease"
"38185_at"	"0.9997"	"9.22e-01"	"0.10121"	"-6.0643"	"0.0194295"	"PAX2"	"paired box 2"
"41519_at"	"0.9997"	"9.22e-01"	"0.101168"	"-6.0643"	"0.0187075"	"PPP1R37"	"protein phosphatase 1 regulatory subunit 37"
"38278_at"	"0.9997"	"9.22e-01"	"0.10092"	"-6.0643"	"0.0236095"	"ARID5A"	"AT-rich interaction domain 5A"
"32996_g_at"	"0.9997"	"9.22e-01"	"-0.100907"	"-6.0643"	"-0.0183665"	"ASB4"	"ankyrin repeat and SOCS box containing 4"
"35087_at"	"0.9997"	"9.22e-01"	"-0.100831"	"-6.0643"	"-0.015947"	""	""
"36747_at"	"0.9997"	"9.23e-01"	"-0.100773"	"-6.0643"	"-0.016993"	""	""
"40314_at"	"0.9997"	"9.23e-01"	"0.100566"	"-6.0644"	"0.016375"	"SYNGR3"	"synaptogyrin 3"
"32773_at"	"0.9997"	"9.23e-01"	"0.100426"	"-6.0644"	"0.0156065"	"LOC100509457///HLA-DQA1"	"HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 1"
"799_at"	"0.9997"	"9.23e-01"	"-0.100417"	"-6.0644"	"-0.020653"	"CDK5R1"	"cyclin dependent kinase 5 regulatory subunit 1"
"1516_g_at"	"0.9997"	"9.23e-01"	"-0.100386"	"-6.0644"	"-0.0257915"	"FEN1"	"flap structure-specific endonuclease 1"
"38130_s_at"	"0.9997"	"9.23e-01"	"0.100343"	"-6.0644"	"0.0216815"	"GK3P///GK2///GK"	"glycerol kinase 3 pseudogene///glycerol kinase 2///glycerol kinase"
"36165_at"	"0.9997"	"9.23e-01"	"-0.100252"	"-6.0644"	"-0.0185325"	"COX6C"	"cytochrome c oxidase subunit 6C"
"37039_at"	"0.9997"	"9.23e-01"	"-0.100086"	"-6.0644"	"-0.016925"	"HLA-DRA"	"major histocompatibility complex, class II, DR alpha"
"40328_at"	"0.9997"	"9.23e-01"	"0.100032"	"-6.0644"	"0.018177"	"TWIST1"	"twist family bHLH transcription factor 1"
"41152_f_at"	"0.9997"	"9.23e-01"	"0.100024"	"-6.0644"	"0.014804"	"RPL36A-HNRNPH2///RPL36A"	"RPL36A-HNRNPH2 readthrough///ribosomal protein L36a"
"37628_at"	"0.9997"	"9.23e-01"	"-0.100014"	"-6.0644"	"-0.017737"	"MAOB"	"monoamine oxidase B"
"40364_at"	"0.9997"	"9.23e-01"	"-0.099957"	"-6.0644"	"-0.028927"	"SLC31A1"	"solute carrier family 31 member 1"
"32232_at"	"0.9997"	"9.23e-01"	"-0.099601"	"-6.0645"	"-0.0290225"	"NDUFB5"	"NADH:ubiquinone oxidoreductase subunit B5"
"36745_at"	"0.9997"	"9.23e-01"	"0.099558"	"-6.0645"	"0.019894"	"STUM"	"stum, mechanosensory transduction mediator homolog"
"40020_at"	"0.9997"	"9.24e-01"	"-0.099471"	"-6.0645"	"-0.0158525"	"CELSR3"	"cadherin EGF LAG seven-pass G-type receptor 3"
"41279_f_at"	"0.9997"	"9.24e-01"	"-0.099414"	"-6.0645"	"-0.0184055"	"MAPK8IP1"	"mitogen-activated protein kinase 8 interacting protein 1"
"1047_s_at"	"0.9997"	"9.24e-01"	"0.099311"	"-6.0645"	"0.0155895"	"LOC102724562///MST1L///MST1P2///MST1"	"macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1"
"40340_at"	"0.9997"	"9.24e-01"	"-0.099263"	"-6.0645"	"-0.0147555"	"SMIM8"	"small integral membrane protein 8"
"39062_at"	"0.9997"	"9.24e-01"	"-0.099252"	"-6.0645"	"-0.018871"	"CTSA"	"cathepsin A"
"39942_at"	"0.9997"	"9.24e-01"	"0.099206"	"-6.0645"	"0.0177565"	"BATF"	"basic leucine zipper ATF-like transcription factor"
"1658_g_at"	"0.9997"	"9.24e-01"	"0.099096"	"-6.0645"	"0.017636"	"PTPRR"	"protein tyrosine phosphatase, receptor type R"
"328_at"	"0.9997"	"9.24e-01"	"0.099002"	"-6.0645"	"0.0169485"	"ZNF92"	"zinc finger protein 92"
"34629_at"	"0.9997"	"9.24e-01"	"0.098957"	"-6.0645"	"0.0155205"	"TP53I11"	"tumor protein p53 inducible protein 11"
"32189_g_at"	"0.9997"	"9.24e-01"	"0.098771"	"-6.0646"	"0.016574"	"MYT1"	"myelin transcription factor 1"
"40887_g_at"	"0.9997"	"9.24e-01"	"0.098771"	"-6.0646"	"0.01467"	"EEF1A1"	"eukaryotic translation elongation factor 1 alpha 1"
"1307_at"	"0.9997"	"9.24e-01"	"-0.09877"	"-6.0646"	"-0.0241655"	"XPA"	"XPA, DNA damage recognition and repair factor"
"37707_i_at"	"0.9997"	"9.24e-01"	"0.098705"	"-6.0646"	"0.0166105"	"ADH5"	"alcohol dehydrogenase 5 (class III), chi polypeptide"
"35627_at"	"0.9997"	"9.24e-01"	"-0.098575"	"-6.0646"	"-0.01624"	"SNTA1"	"syntrophin alpha 1"
"33761_s_at"	"0.9997"	"9.24e-01"	"-0.098483"	"-6.0646"	"-0.014596"	"FAM91A1///LINC00869"	"family with sequence similarity 91 member A1///long intergenic non-protein coding RNA 869"
"41668_r_at"	"0.9997"	"9.24e-01"	"-0.098441"	"-6.0646"	"-0.014873"	"TGDS"	"TDP-glucose 4,6-dehydratase"
"38575_at"	"0.9997"	"9.24e-01"	"0.098257"	"-6.0646"	"0.025264"	"MALT1"	"MALT1 paracaspase"
"37427_at"	"0.9997"	"9.24e-01"	"0.098241"	"-6.0646"	"0.0162205"	"NTNG1"	"netrin G1"
"33345_at"	"0.9997"	"9.24e-01"	"0.098213"	"-6.0646"	"0.02094"	"KIF3C"	"kinesin family member 3C"
"38320_s_at"	"0.9997"	"9.25e-01"	"0.098142"	"-6.0646"	"0.018321"	"LIPE"	"lipase E, hormone sensitive type"
"36013_at"	"0.9997"	"9.25e-01"	"-0.098126"	"-6.0646"	"-0.019772"	"SLC30A9"	"solute carrier family 30 member 9"
"35724_at"	"0.9997"	"9.25e-01"	"0.098063"	"-6.0646"	"0.0367575"	"PIR"	"pirin"
"31611_s_at"	"0.9997"	"9.25e-01"	"0.097905"	"-6.0646"	"0.016228"	"BCL2L11"	"BCL2 like 11"
"32462_s_at"	"0.9997"	"9.25e-01"	"0.09789"	"-6.0646"	"0.0182695"	"ARHGAP6"	"Rho GTPase activating protein 6"
"31673_s_at"	"0.9997"	"9.25e-01"	"-0.097842"	"-6.0647"	"-0.015639"	"LOC101930112///SPG7"	"uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit"
"34202_at"	"0.9997"	"9.25e-01"	"-0.097753"	"-6.0647"	"-0.020577"	"NECTIN3"	"nectin cell adhesion molecule 3"
"37975_at"	"0.9997"	"9.25e-01"	"0.097734"	"-6.0647"	"0.014955"	"CYBB"	"cytochrome b-245 beta chain"
"32296_at"	"0.9997"	"9.25e-01"	"-0.097726"	"-6.0647"	"-0.017238"	"CA5A"	"carbonic anhydrase 5A"
"32097_at"	"0.9997"	"9.25e-01"	"-0.097633"	"-6.0647"	"-0.0155545"	"PCNT"	"pericentrin"
"39340_at"	"0.9997"	"9.25e-01"	"-0.097362"	"-6.0647"	"-0.017963"	"HEXA"	"hexosaminidase subunit alpha"
"494_at"	"0.9997"	"9.25e-01"	"0.097285"	"-6.0647"	"0.017971"	"IL13"	"interleukin 13"
"32541_at"	"0.9997"	"9.25e-01"	"0.097158"	"-6.0647"	"0.016246"	"PPP3CC"	"protein phosphatase 3 catalytic subunit gamma"
"35599_at"	"0.9997"	"9.25e-01"	"-0.097094"	"-6.0647"	"-0.0167585"	"GNMT"	"glycine N-methyltransferase"
"41222_at"	"0.9997"	"9.26e-01"	"0.096466"	"-6.0648"	"0.020021"	"STAT6"	"signal transducer and activator of transcription 6"
"37456_at"	"0.9997"	"9.26e-01"	"-0.096464"	"-6.0648"	"-0.0184265"	"LGALS2"	"galectin 2"
"40840_at"	"0.9997"	"9.26e-01"	"0.096432"	"-6.0648"	"0.0286125"	"PPIF"	"peptidylprolyl isomerase F"
"41854_at"	"0.9997"	"9.26e-01"	"0.09632"	"-6.0648"	"0.0152265"	"MYB"	"MYB proto-oncogene, transcription factor"
"37614_g_at"	"0.9997"	"9.26e-01"	"-0.096061"	"-6.0648"	"-0.0150735"	"PVALB"	"parvalbumin"
"34975_at"	"0.9997"	"9.26e-01"	"0.09603"	"-6.0648"	"0.0144795"	"KLRG1"	"killer cell lectin like receptor G1"
"1848_at"	"0.9997"	"9.26e-01"	"0.095955"	"-6.0649"	"0.0186585"	"RAP1A"	"RAP1A, member of RAS oncogene family"
"31435_at"	"0.9997"	"9.26e-01"	"-0.095843"	"-6.0649"	"-0.014958"	"ADAM7"	"ADAM metallopeptidase domain 7"
"35317_at"	"0.9997"	"9.26e-01"	"0.095708"	"-6.0649"	"0.015405"	"MGEA5"	"meningioma expressed antigen 5 (hyaluronidase)"
"32367_at"	"0.9997"	"9.26e-01"	"-0.095641"	"-6.0649"	"-0.016256"	"SIRPB1"	"signal regulatory protein beta 1"
"38009_at"	"0.9997"	"9.26e-01"	"0.095624"	"-6.0649"	"0.0169585"	"SPDEF"	"SAM pointed domain containing ETS transcription factor"
"547_s_at"	"0.9997"	"9.26e-01"	"0.09562"	"-6.0649"	"0.0217845"	"NR4A2"	"nuclear receptor subfamily 4 group A member 2"
"364_s_at"	"0.9997"	"9.26e-01"	"-0.095579"	"-6.0649"	"-0.03958"	"PLCB3"	"phospholipase C beta 3"
"41163_at"	"0.9997"	"9.27e-01"	"0.09557"	"-6.0649"	"0.0256845"	"TMED3"	"transmembrane p24 trafficking protein 3"
"38901_at"	"0.9997"	"9.27e-01"	"-0.095241"	"-6.0649"	"-0.0182695"	"USP19"	"ubiquitin specific peptidase 19"
"38990_at"	"0.9997"	"9.27e-01"	"-0.095102"	"-6.0649"	"-0.0202545"	"FBXO9"	"F-box protein 9"
"33590_at"	"0.9997"	"9.27e-01"	"-0.094994"	"-6.0649"	"-0.014416"	""	""
"38097_at"	"0.9997"	"9.27e-01"	"-0.094871"	"-6.065"	"-0.0142665"	"EI24"	"EI24, autophagy associated transmembrane protein"
"32911_s_at"	"0.9997"	"9.27e-01"	"-0.094817"	"-6.065"	"-0.0147635"	"KDM7A"	"lysine demethylase 7A"
"531_at"	"0.9997"	"9.27e-01"	"0.094807"	"-6.065"	"0.014162"	"GLIPR1"	"GLI pathogenesis related 1"
"41795_at"	"0.9997"	"9.27e-01"	"-0.094779"	"-6.065"	"-0.016118"	"NCK1"	"NCK adaptor protein 1"
"35858_at"	"0.9997"	"9.27e-01"	"-0.094688"	"-6.065"	"-0.0175335"	"LOC100289561"	"uncharacterized LOC100289561"
"38509_at"	"0.9997"	"9.27e-01"	"-0.094603"	"-6.065"	"-0.0140575"	"MDM2"	"MDM2 proto-oncogene"
"41545_at"	"0.9997"	"9.27e-01"	"0.094536"	"-6.065"	"0.0143235"	"CDK6"	"cyclin dependent kinase 6"
"39231_at"	"0.9997"	"9.27e-01"	"0.094512"	"-6.065"	"0.014552"	"CHD1"	"chromodomain helicase DNA binding protein 1"
"33028_at"	"0.9997"	"9.27e-01"	"0.094504"	"-6.065"	"0.015662"	"SLC6A5"	"solute carrier family 6 member 5"
"41704_at"	"0.9997"	"9.27e-01"	"-0.094459"	"-6.065"	"-0.0143265"	"TMEM151B"	"transmembrane protein 151B"
"39999_at"	"0.9997"	"9.28e-01"	"-0.094262"	"-6.065"	"-0.017518"	"CASP10"	"caspase 10"
"34316_at"	"0.9997"	"9.28e-01"	"0.094198"	"-6.065"	"0.0301775"	"RPS15A"	"ribosomal protein S15a"
"33928_r_at"	"0.9997"	"9.28e-01"	"-0.094144"	"-6.065"	"-0.014571"	"YLPM1"	"YLP motif containing 1"
"415_at"	"0.9997"	"9.28e-01"	"0.094127"	"-6.065"	"0.01564"	"CRKL"	"CRK like proto-oncogene, adaptor protein"
"541_g_at"	"0.9997"	"9.28e-01"	"-0.094105"	"-6.065"	"-0.017998"	"HSPB2"	"heat shock protein family B (small) member 2"
"1595_at"	"0.9997"	"9.28e-01"	"0.094066"	"-6.065"	"0.015628"	"TEK"	"TEK receptor tyrosine kinase"
"32573_at"	"0.9997"	"9.28e-01"	"0.094051"	"-6.065"	"0.02699"	"GATC///SRSF9"	"glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9"
"37681_i_at"	"0.9997"	"9.28e-01"	"0.094006"	"-6.0651"	"0.0145175"	"SNHG4///MATR3"	"small nucleolar RNA host gene 4///matrin 3"
"37611_at"	"0.9997"	"9.28e-01"	"-0.093964"	"-6.0651"	"-0.014181"	"TNFRSF11B"	"TNF receptor superfamily member 11b"
"40008_at"	"0.9997"	"9.28e-01"	"0.093963"	"-6.0651"	"0.015688"	"CCL11"	"C-C motif chemokine ligand 11"
"35277_at"	"0.9997"	"9.28e-01"	"0.093871"	"-6.0651"	"0.018659"	"SPON1"	"spondin 1"
"35593_at"	"0.9997"	"9.28e-01"	"0.093859"	"-6.0651"	"0.015228"	"AOC2"	"amine oxidase, copper containing 2"
"33866_at"	"0.9997"	"9.28e-01"	"-0.093816"	"-6.0651"	"-0.0195855"	"TPM4"	"tropomyosin 4"
"38333_at"	"0.9997"	"9.28e-01"	"-0.093716"	"-6.0651"	"-0.014947"	"OGG1"	"8-oxoguanine DNA glycosylase"
"820_at"	"0.9997"	"9.28e-01"	"-0.093609"	"-6.0651"	"-0.0180945"	"MGST2"	"microsomal glutathione S-transferase 2"
"41185_f_at"	"0.9997"	"9.28e-01"	"0.093316"	"-6.0651"	"0.022767"	"LOC101929087///SUMO2///SUMO3"	"small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3"
"40794_at"	"0.9997"	"9.28e-01"	"-0.093187"	"-6.0651"	"-0.0150835"	"KLK3"	"kallikrein related peptidase 3"
"38014_at"	"0.9997"	"9.28e-01"	"-0.093175"	"-6.0651"	"-0.0148845"	"ADAR"	"adenosine deaminase, RNA specific"
"611_at"	"0.9997"	"9.28e-01"	"-0.093082"	"-6.0651"	"-0.0174395"	"GIP"	"gastric inhibitory polypeptide"
"32591_at"	"0.9997"	"9.28e-01"	"0.093062"	"-6.0651"	"0.018136"	"SDR39U1"	"short chain dehydrogenase/reductase family 39U member 1"
"35425_at"	"0.9997"	"9.29e-01"	"-0.092956"	"-6.0652"	"-0.0226685"	"BARX2"	"BARX homeobox 2"
"31841_at"	"0.9997"	"9.29e-01"	"0.092939"	"-6.0652"	"0.0196135"	"CTNNA2"	"catenin alpha 2"
"34147_g_at"	"0.9997"	"9.29e-01"	"-0.092868"	"-6.0652"	"-0.01392"	"OGG1"	"8-oxoguanine DNA glycosylase"
"32166_at"	"0.9997"	"9.29e-01"	"0.092824"	"-6.0652"	"0.014659"	"TLN1"	"talin 1"
"37559_at"	"0.9997"	"9.29e-01"	"-0.092676"	"-6.0652"	"-0.013808"	"MTERF4"	"mitochondrial transcription termination factor 4"
"35732_at"	"0.9997"	"9.29e-01"	"-0.092324"	"-6.0652"	"-0.014824"	"LRRC42"	"leucine rich repeat containing 42"
"37042_at"	"0.9997"	"9.29e-01"	"-0.092249"	"-6.0652"	"-0.0137"	"HYAL2"	"hyaluronoglucosaminidase 2"
"41746_at"	"0.9997"	"9.29e-01"	"-0.092187"	"-6.0652"	"-0.016146"	"SNU13"	"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
"285_g_at"	"0.9997"	"9.29e-01"	"-0.092094"	"-6.0652"	"-0.0141315"	"HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI"	"histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai"
"31416_at"	"0.9997"	"9.29e-01"	"-0.092022"	"-6.0652"	"-0.014757"	"MBTPS2"	"membrane bound transcription factor peptidase, site 2"
"34060_g_at"	"0.9997"	"9.29e-01"	"0.091956"	"-6.0653"	"0.0139285"	"MIR1204///PVT1"	"microRNA 1204///Pvt1 oncogene (non-protein coding)"
"32056_at"	"0.9997"	"9.29e-01"	"-0.091777"	"-6.0653"	"-0.0141775"	"SEPT4"	"septin 4"
"37300_at"	"0.9997"	"9.29e-01"	"-0.091695"	"-6.0653"	"-0.0185905"	"DYNC1H1"	"dynein cytoplasmic 1 heavy chain 1"
